name,year,ODA (left-axis),ODA/GNI (right-axis),source
United Kingdom,2007,9054.73,0.36,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2008,11309.49,0.43,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2009,12613.89,0.51,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2010,14529.44,0.57,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2011,14515.65,0.56,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2012,14524.74,0.56,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2013,18545.15,0.7,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2014,18736.23,0.7,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2015,19316.92,0.7,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2016,20870.37,0.7,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2017,21522.59,0.7,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2018,21854.29,0.7,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2019,22334.27,0.7,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2020,20275.88,0.7,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2021,16016.66,0.5,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2022,17049.78,0.51,OECD DAC Creditor Reporting System (CRS)
United Kingdom,2023,19072.68,0.58,OECD DAC Creditor Reporting System (CRS)
United States,2000,16757.0,0.1,OECD DAC Creditor Reporting System (CRS)
United States,2001,18815.28,0.11,OECD DAC Creditor Reporting System (CRS)
United States,2002,21543.66,0.13,OECD DAC Creditor Reporting System (CRS)
United States,2003,25942.31,0.15,OECD DAC Creditor Reporting System (CRS)
United States,2004,30503.63,0.17,OECD DAC Creditor Reporting System (CRS)
United States,2005,41928.93,0.23,OECD DAC Creditor Reporting System (CRS)
United States,2006,34264.14,0.18,OECD DAC Creditor Reporting System (CRS)
United States,2007,30886.19,0.16,OECD DAC Creditor Reporting System (CRS)
United States,2008,36769.64,0.18,OECD DAC Creditor Reporting System (CRS)
United States,2009,39854.31,0.21,OECD DAC Creditor Reporting System (CRS)
United States,2010,40502.53,0.2,OECD DAC Creditor Reporting System (CRS)
United States,2011,41436.56,0.2,OECD DAC Creditor Reporting System (CRS)
United States,2012,40266.77,0.19,OECD DAC Creditor Reporting System (CRS)
United States,2013,40386.4,0.18,OECD DAC Creditor Reporting System (CRS)
United States,2014,42016.9,0.19,OECD DAC Creditor Reporting System (CRS)
United States,2015,38976.45,0.17,OECD DAC Creditor Reporting System (CRS)
United States,2016,42890.27,0.19,OECD DAC Creditor Reporting System (CRS)
United States,2017,42516.39,0.18,OECD DAC Creditor Reporting System (CRS)
United States,2018,40870.44,0.16,OECD DAC Creditor Reporting System (CRS)
United States,2019,39419.07,0.15,OECD DAC Creditor Reporting System (CRS)
United States,2020,41326.05,0.17,OECD DAC Creditor Reporting System (CRS)
United States,2021,53096.53,0.2,OECD DAC Creditor Reporting System (CRS)
United States,2022,62800.13,0.23,OECD DAC Creditor Reporting System (CRS)
United States,2023,64685.69,0.24,OECD DAC Creditor Reporting System (CRS)
